"row ID","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","subscribed"
"Row494",43,"technician","married","basic.6y","no","yes","no","telephone","may","wed",261,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row495",38,"blue-collar","married","basic.6y","no","unknown","unknown","telephone","may","wed",131,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row496",50,"self-employed","married","university.degree","no","no","no","telephone","may","wed",312,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row497",38,"blue-collar","married","basic.9y","no","yes","no","telephone","may","wed",275,6,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row498",58,"admin.","married","basic.4y","unknown","no","yes","telephone","may","wed",120,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row499",31,"management","married","high.school","no","no","no","telephone","may","wed",296,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row500",40,"entrepreneur","married","basic.9y","no","no","no","telephone","may","wed",128,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row501",36,"services","single","unknown","no","yes","no","telephone","may","wed",326,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row502",44,"blue-collar","single","high.school","no","no","no","telephone","may","wed",292,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row503",38,"blue-collar","divorced","unknown","no","yes","no","telephone","may","wed",215,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row504",33,"blue-collar","married","basic.9y","no","unknown","unknown","telephone","may","wed",97,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row505",39,"blue-collar","divorced","basic.6y","unknown","yes","yes","telephone","may","wed",32,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row506",47,"blue-collar","single","basic.4y","unknown","yes","no","telephone","may","wed",162,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row507",35,"entrepreneur","single","professional.course","no","no","no","telephone","may","wed",268,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row508",42,"admin.","divorced","university.degree","no","no","no","telephone","may","wed",232,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row509",26,"admin.","single","high.school","no","no","no","telephone","may","wed",416,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row510",57,"self-employed","single","high.school","unknown","no","no","telephone","may","wed",139,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row511",39,"services","married","high.school","no","no","no","telephone","may","wed",193,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row512",43,"blue-collar","married","high.school","no","yes","no","telephone","may","wed",294,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row513",50,"admin.","married","university.degree","no","no","no","telephone","may","wed",102,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row514",52,"blue-collar","single","high.school","unknown","unknown","unknown","telephone","may","wed",124,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row515",39,"blue-collar","divorced","basic.9y","no","no","no","telephone","may","wed",143,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row516",36,"housemaid","married","basic.4y","no","yes","no","telephone","may","wed",128,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row517",54,"management","married","high.school","unknown","yes","no","telephone","may","wed",74,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row518",27,"admin.","single","basic.9y","no","yes","no","telephone","may","wed",105,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row519",31,"admin.","married","university.degree","unknown","no","no","telephone","may","wed",168,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row520",28,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",250,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row521",31,"management","single","university.degree","no","yes","no","telephone","may","wed",254,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row522",52,"technician","married","professional.course","no","yes","no","telephone","may","wed",133,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row523",37,"technician","divorced","professional.course","no","no","no","telephone","may","wed",374,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row524",45,"blue-collar","married","basic.9y","unknown","yes","yes","telephone","may","wed",207,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row525",54,"technician","married","university.degree","no","yes","no","telephone","may","wed",464,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row526",44,"admin.","married","high.school","no","no","no","telephone","may","wed",83,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row527",28,"student","single","basic.9y","unknown","yes","yes","telephone","may","wed",732,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,1
"Row528",53,"technician","married","high.school","no","yes","no","telephone","may","wed",149,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row529",45,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","wed",142,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row530",45,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","wed",121,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row531",51,"admin.","married","high.school","unknown","yes","no","telephone","may","wed",359,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row532",41,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","wed",112,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row533",43,"technician","married","professional.course","no","yes","no","telephone","may","wed",274,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row534",31,"admin.","single","university.degree","no","yes","no","telephone","may","wed",325,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row535",39,"admin.","single","unknown","no","yes","no","telephone","may","wed",1521,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row536",50,"entrepreneur","married","basic.9y","no","yes","yes","telephone","may","wed",161,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row537",53,"admin.","single","university.degree","unknown","yes","no","telephone","may","wed",122,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row538",40,"technician","married","professional.course","no","yes","no","telephone","may","wed",327,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row539",43,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","wed",227,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row540",31,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","wed",109,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row541",31,"services","married","basic.6y","no","yes","no","telephone","may","wed",492,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row542",31,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","wed",298,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row543",45,"housemaid","married","basic.4y","unknown","yes","no","telephone","may","wed",83,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row544",41,"entrepreneur","married","university.degree","no","yes","no","telephone","may","wed",1138,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,1
"Row545",47,"blue-collar","married","professional.course","unknown","yes","no","telephone","may","wed",131,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row546",35,"blue-collar","single","unknown","no","yes","no","telephone","may","wed",125,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row547",40,"management","married","university.degree","no","yes","no","telephone","may","wed",295,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row548",34,"technician","married","professional.course","unknown","yes","no","telephone","may","wed",109,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row549",48,"admin.","single","university.degree","no","yes","no","telephone","may","wed",140,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row550",33,"blue-collar","married","high.school","no","yes","no","telephone","may","wed",233,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row551",37,"technician","married","professional.course","no","yes","no","telephone","may","wed",254,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row552",40,"blue-collar","married","high.school","no","yes","no","telephone","may","wed",294,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row553",43,"technician","single","university.degree","no","no","no","telephone","may","wed",336,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row554",44,"blue-collar","married","basic.6y","no","yes","yes","telephone","may","wed",344,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row555",41,"admin.","married","university.degree","no","yes","no","telephone","may","wed",153,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row556",28,"unknown","single","basic.9y","unknown","yes","no","telephone","may","wed",99,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row557",48,"services","married","high.school","unknown","yes","no","telephone","may","wed",243,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row558",31,"admin.","single","high.school","no","yes","no","telephone","may","wed",260,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row559",27,"blue-collar","married","basic.9y","no","yes","no","telephone","may","wed",164,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row560",47,"retired","married","basic.4y","unknown","yes","no","telephone","may","wed",47,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row561",40,"blue-collar","divorced","unknown","no","yes","no","telephone","may","wed",110,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row562",54,"admin.","married","university.degree","no","no","no","telephone","may","wed",388,7,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row563",39,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",104,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row564",33,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",283,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row565",39,"retired","single","high.school","no","yes","no","telephone","may","wed",448,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row566",33,"blue-collar","married","basic.9y","no","yes","no","telephone","may","wed",67,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row567",37,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",221,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row568",32,"management","married","basic.6y","no","no","no","telephone","may","wed",150,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row569",46,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","wed",401,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row570",57,"management","divorced","university.degree","no","unknown","unknown","telephone","may","wed",435,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row571",32,"technician","single","professional.course","no","no","no","telephone","may","wed",245,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row572",46,"admin.","divorced","basic.9y","unknown","no","no","telephone","may","wed",423,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row573",38,"blue-collar","married","unknown","unknown","no","yes","telephone","may","wed",181,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row574",35,"admin.","single","high.school","no","no","no","telephone","may","wed",799,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row575",47,"services","married","high.school","unknown","yes","no","telephone","may","wed",127,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row576",35,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",45,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row577",48,"retired","married","basic.9y","no","yes","no","telephone","may","wed",120,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row578",32,"services","single","high.school","no","yes","no","telephone","may","wed",180,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row579",59,"retired","divorced","basic.4y","no","yes","no","telephone","may","wed",112,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row580",48,"entrepreneur","married","basic.9y","unknown","no","no","telephone","may","wed",444,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row581",49,"blue-collar","single","basic.6y","no","yes","no","telephone","may","wed",148,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row582",38,"technician","single","university.degree","no","yes","no","telephone","may","wed",566,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row583",49,"blue-collar","married","basic.9y","no","yes","no","telephone","may","wed",49,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row584",36,"services","married","high.school","unknown","yes","no","telephone","may","wed",376,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row585",54,"retired","married","basic.4y","unknown","yes","no","telephone","may","wed",421,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row586",35,"admin.","married","high.school","no","yes","no","telephone","may","wed",157,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row587",54,"management","married","high.school","unknown","yes","yes","telephone","may","wed",328,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row588",48,"management","divorced","university.degree","no","yes","no","telephone","may","wed",866,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row589",32,"admin.","single","university.degree","unknown","yes","no","telephone","may","wed",229,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row590",34,"technician","married","professional.course","unknown","yes","no","telephone","may","wed",154,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row591",49,"technician","single","university.degree","unknown","yes","no","telephone","may","wed",56,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row592",44,"blue-collar","married","basic.9y","unknown","unknown","unknown","telephone","may","wed",199,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row593",42,"services","divorced","high.school","unknown","no","no","telephone","may","wed",117,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row594",55,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","wed",1581,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row595",42,"services","divorced","high.school","unknown","no","no","telephone","may","wed",185,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row596",44,"admin.","married","university.degree","unknown","no","no","telephone","may","wed",202,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row597",51,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",279,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row598",43,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","wed",180,5,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row599",52,"technician","married","high.school","no","yes","no","telephone","may","wed",530,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row600",45,"blue-collar","single","basic.6y","no","yes","no","telephone","may","wed",129,5,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row601",41,"services","divorced","high.school","no","yes","yes","telephone","may","wed",60,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row602",35,"technician","divorced","unknown","no","yes","yes","telephone","may","wed",432,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row603",46,"management","married","basic.9y","no","no","no","telephone","may","wed",617,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row604",36,"housemaid","divorced","basic.9y","unknown","no","no","telephone","may","wed",179,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row605",29,"technician","married","professional.course","no","no","no","telephone","may","wed",125,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row606",47,"services","married","unknown","no","no","no","telephone","may","wed",262,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row607",48,"blue-collar","married","professional.course","no","no","yes","telephone","may","wed",485,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row608",46,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","wed",406,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row609",31,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",287,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row610",44,"admin.","married","university.degree","no","yes","no","telephone","may","wed",37,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row611",31,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",650,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row612",38,"unemployed","divorced","professional.course","no","no","no","telephone","may","wed",590,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row613",55,"blue-collar","married","basic.9y","no","yes","no","telephone","may","wed",55,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row614",41,"admin.","single","basic.6y","no","unknown","unknown","telephone","may","wed",92,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row615",48,"blue-collar","married","high.school","no","no","no","telephone","may","wed",144,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row616",35,"admin.","single","university.degree","no","no","no","telephone","may","wed",559,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row617",55,"blue-collar","married","basic.4y","no","yes","yes","telephone","may","wed",1101,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row618",45,"entrepreneur","single","university.degree","no","unknown","unknown","telephone","may","wed",229,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row619",46,"admin.","divorced","university.degree","unknown","no","no","telephone","may","wed",93,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row620",34,"blue-collar","married","basic.6y","no","yes","no","telephone","may","wed",123,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row621",54,"housemaid","divorced","basic.4y","no","no","no","telephone","may","wed",485,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row622",45,"services","married","high.school","unknown","yes","no","telephone","may","wed",206,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row623",39,"services","single","high.school","no","unknown","unknown","telephone","may","wed",239,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row624",39,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",311,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row625",39,"technician","single","basic.6y","unknown","no","no","telephone","may","wed",362,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row626",39,"services","married","basic.9y","no","no","no","telephone","may","wed",274,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row627",32,"entrepreneur","married","basic.6y","no","yes","no","telephone","may","wed",163,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row628",41,"services","single","high.school","no","yes","yes","telephone","may","wed",345,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row629",57,"technician","married","basic.9y","no","yes","no","telephone","may","wed",68,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row630",34,"entrepreneur","married","basic.4y","no","no","no","telephone","may","wed",214,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row631",38,"blue-collar","divorced","unknown","no","no","no","telephone","may","wed",258,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row632",31,"blue-collar","married","basic.6y","no","yes","no","telephone","may","wed",253,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row633",47,"admin.","married","university.degree","no","unknown","unknown","telephone","may","wed",106,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row634",57,"self-employed","single","high.school","unknown","no","no","telephone","may","wed",688,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row635",45,"services","married","high.school","unknown","yes","no","telephone","may","wed",349,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row636",44,"services","married","high.school","no","yes","no","telephone","may","wed",78,5,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row637",51,"management","married","university.degree","no","no","no","telephone","may","wed",194,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row638",50,"technician","married","high.school","no","no","no","telephone","may","wed",224,5,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row639",38,"blue-collar","single","basic.9y","no","no","no","telephone","may","wed",252,5,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row640",35,"admin.","single","basic.4y","unknown","no","no","telephone","may","wed",331,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row641",32,"admin.","single","high.school","no","no","no","telephone","may","wed",103,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row642",48,"blue-collar","married","basic.9y","no","yes","no","telephone","may","wed",241,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row643",35,"admin.","single","basic.4y","unknown","no","no","telephone","may","wed",803,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row644",44,"technician","married","professional.course","unknown","no","no","telephone","may","wed",203,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row645",40,"management","married","high.school","no","no","no","telephone","may","wed",238,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row646",44,"technician","married","professional.course","unknown","yes","no","telephone","may","wed",481,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row647",32,"services","divorced","high.school","no","yes","no","telephone","may","wed",245,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row648",58,"admin.","married","high.school","no","no","yes","telephone","may","wed",152,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row649",32,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","wed",421,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row650",40,"blue-collar","married","basic.4y","unknown","unknown","unknown","telephone","may","wed",374,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row651",44,"management","married","university.degree","no","no","no","telephone","may","wed",51,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row652",30,"services","married","professional.course","unknown","yes","no","telephone","may","wed",263,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row653",58,"housemaid","married","basic.4y","no","yes","no","telephone","may","wed",154,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row654",45,"blue-collar","single","high.school","unknown","no","yes","telephone","may","wed",278,6,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row655",35,"blue-collar","married","professional.course","no","no","no","telephone","may","wed",306,5,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row656",35,"admin.","divorced","high.school","no","yes","no","telephone","may","wed",24,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row657",41,"technician","single","university.degree","unknown","no","no","telephone","may","wed",79,8,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row658",42,"services","married","high.school","unknown","no","no","telephone","may","wed",169,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row659",51,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","wed",263,6,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row660",39,"blue-collar","married","basic.6y","no","no","no","telephone","may","wed",108,6,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row661",47,"retired","married","basic.4y","unknown","unknown","unknown","telephone","may","wed",441,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row662",34,"technician","single","professional.course","no","unknown","unknown","telephone","may","wed",46,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row663",52,"housemaid","divorced","professional.course","no","yes","no","telephone","may","wed",222,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row664",51,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",1009,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row665",49,"services","married","high.school","no","no","no","telephone","may","wed",105,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row666",35,"admin.","single","basic.4y","unknown","yes","no","telephone","may","wed",381,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row667",44,"admin.","married","high.school","no","no","no","telephone","may","wed",228,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row668",47,"management","married","university.degree","no","no","no","telephone","may","wed",550,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row669",43,"management","married","professional.course","no","no","no","telephone","may","wed",764,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row670",40,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","wed",113,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row671",32,"management","divorced","basic.4y","unknown","no","no","telephone","may","wed",396,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row672",42,"self-employed","married","university.degree","no","yes","no","telephone","may","wed",234,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row673",39,"technician","married","professional.course","no","unknown","unknown","telephone","may","wed",50,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row674",32,"housemaid","married","basic.4y","no","no","no","telephone","may","wed",110,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row675",30,"services","married","unknown","no","yes","no","telephone","may","wed",274,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row676",42,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","wed",191,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row677",35,"blue-collar","married","basic.6y","no","yes","yes","telephone","may","wed",305,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row678",26,"admin.","single","university.degree","no","yes","no","telephone","may","wed",217,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row679",51,"blue-collar","married","basic.4y","no","no","no","telephone","may","wed",353,4,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row680",31,"admin.","married","university.degree","no","no","no","telephone","may","wed",225,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row681",60,"services","married","unknown","no","no","no","telephone","may","wed",283,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"Row682",29,"admin.","single","university.degree","no","yes","no","telephone","may","wed",1273,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
